<<<<<<< HEAD
;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);acidification: terrestrial;climate change: freshwater ecosystems;climate change: terrestrial ecosystems;ecotoxicity: freshwater;ecotoxicity: marine;ecotoxicity: terrestrial;eutrophication: freshwater;eutrophication: marine;land use;photochemical oxidant formation: terrestrial ecosystems;water use: aquatic ecosystems;water use: terrestrial ecosystems;climate change: human health;human toxicity: carcinogenic;human toxicity: non-carcinogenic;ionising radiation;ozone depletion;particulate matter formation;photochemical oxidant formation: human health;water use: human health;energy resources: non-renewable, fossil;material resources: metals/minerals;ecosystem quality;human health;natural resources;log parameters
0fbe7002b1f0788bebb79406b496031e;GLO;SSP5-Base-2050;0fbe7002b1f0788bebb79406b496031e;market for sugar, from sugarcane;sugar, from sugarcane;kilogram;0.7134867089743665;0.0007286185522916956;0.001365145164854782;1.3393294220824943e-09;2.412918732749018e-08;5.558041161415466e-06;0.04281475782226967;;;
d0d5f55f2a07108884fa0f2f758ba6e5;GLO;SSP5-Base-2050;d0d5f55f2a07108884fa0f2f758ba6e5;market for ethylvinylacetate, foil;ethylvinylacetate, foil;kilogram;1.4201031416582681;0.0014920004436471742;0.009353097546366124;1.3873381870629917e-08;1.1575904601193491e-08;4.9465255412231265e-06;0.6881656644841544;;;
f00403b8e0a2e4f59dd3c6752252606c;GLO;SSP5-Base-2050;f00403b8e0a2e4f59dd3c6752252606c;market for heat pump, heat and power co-generation unit, 160kW electrical;heat pump, heat and power co-generation unit, 160kW electrical;unit;1697.9004965263284;23.61801411411152;2.6184317017659584;7.042156549276222e-06;9.685761047624791e-06;0.012986527437254708;297.3837174187449;;;
19ba82dbb118b9ee29465698402c27ec;GLO;SSP5-Base-2050;19ba82dbb118b9ee29465698402c27ec;market for alkyl sulphate (C12-14);alkyl sulphate (C12-14);kilogram;2.9816809248172955;0.003930195363217109;0.00569057121277374;1.4828212123996968e-08;4.7716626243431925e-08;1.0510343200892e-05;0.30835445823278573;;;
337fe94cb0f08d27a8bdd716406f11a7;GLO;SSP5-Base-2050;337fe94cb0f08d27a8bdd716406f11a7;market for chipper, mobile, diesel;chipper, mobile, diesel;unit;141919.9717658851;1988.1415846825028;279.90312738210207;0.0013027356692423102;0.0009179829980685433;0.9476183188566756;23457.935115668748;;;
5649dd9b7aa34f1a93f87fabfb7ea516;GLO;SSP5-Base-2050;5649dd9b7aa34f1a93f87fabfb7ea516;market for battery, Li-ion, NCA, rechargeable, prismatic;battery, Li-ion, NCA, rechargeable, prismatic;kilogram;39.83539470268409;0.2601823011930693;0.6906742137331194;6.58725153308289e-07;1.0057852953134644e-07;7.72798387935013e-05;2.439226631384251;;;
4bbab70f8c40533af6f5dc3018d8139f;GLO;SSP5-Base-2050;4bbab70f8c40533af6f5dc3018d8139f;market for zinc concentrate;zinc concentrate;kilogram;0.28069425085957445;0.003813546920657304;0.009261173114358002;3.017607865686137e-09;5.8658185101959096e-09;1.7968170916075128e-05;0.08643265105933706;;;
29ad7dc52fca4e358d2d39d19fb2c341;World;SSP5-Base-2050;29ad7dc52fca4e358d2d39d19fb2c341;market for clinker;clinker;kilogram;0.0915736649636886;0.0001362360570669961;0.00032322704702801233;6.846780584610112e-10;3.110872046523387e-09;1.2210265762251607e-06;0.024141393270524655;;;
c88ee5ab0a0de26046374b77d1b8e95d;GLO;SSP5-Base-2050;c88ee5ab0a0de26046374b77d1b8e95d;market for dithiocarbamate-compound;dithiocarbamate-compound;kilogram;3.3582323757901325;0.010888420779607954;0.023740803814259286;4.8205928098126946e-08;6.095502629677037e-08;6.740599532312399e-05;0.5798209983276015;;;
c45c0d36cda5bf84844ce0edd9c105a1;GLO;SSP5-Base-2050;c45c0d36cda5bf84844ce0edd9c105a1;market for trout;trout;kilogram;1.489640500942083;0.010472120967301138;0.002773150505480909;4.945090119601433e-09;3.204060866201645e-08;5.396910372514394e-06;0.1387310606466078;;;
232ec32a22884075e0bdb3821c15aa6e;GLO;SSP5-Base-2050;232ec32a22884075e0bdb3821c15aa6e;market for cathode, for aluminium electrolysis;cathode, for aluminium electrolysis;kilogram;6.0213653626979164;0.004630180485949767;0.0036399534202221887;6.814525533925879e-09;1.2242792457691044e-08;8.444726036144078e-06;0.3024568730557279;;;
29b9fa28dd3aa02152b3864899031e0d;RoW;SSP5-Base-2050;29b9fa28dd3aa02152b3864899031e0d;market for mango;mango;kilogram;0.26955536351706916;0.0001869444806130044;0.000278252895791891;5.341908013208024e-10;2.5253514970949126e-09;8.934570917032864e-07;0.009227507156352096;;;
b045ec2262a7210bb2b95726ca5cf545;GLO;SSP5-Base-2050;b045ec2262a7210bb2b95726ca5cf545;market for fermentation filtrate;fermentation filtrate;kilogram;0.003170615357217325;1.7721144986197471e-06;2.4580679162919743e-06;2.3672598594920745e-12;4.411858770160732e-12;1.843070209838427e-09;9.461016773725339e-05;;;
4fa7d0ace170362f96ca12aa3152091f;GLO;SSP5-Base-2050;4fa7d0ace170362f96ca12aa3152091f;market for jatropha seed;jatropha seed;kilogram;0.8913634356202798;0.0008466970589880871;0.0016286154767341551;2.579451453039535e-09;3.674580409856105e-08;4.9882060429983796e-06;0.08512472839574278;;;
72c8c162633f57f8a8679424cf6b588a;GLO;SSP5-Base-2050;72c8c162633f57f8a8679424cf6b588a;market for vegetable oil, refined;vegetable oil, refined;kilogram;2.149292576334033;0.3075703617685023;0.0027237491380731433;7.729306768962543e-09;8.722129597094793e-08;1.1022921465599966e-05;0.10124946708805685;;;
49946336299fce3d89a8e78a96ddedd4;GLO;SSP5-Base-2050;49946336299fce3d89a8e78a96ddedd4;market for copper cake;copper cake;kilogram;26.92026348815858;0.22576377680342927;0.06063888651354664;5.835447054240478e-07;2.744312631712609e-08;3.3590719656075396e-05;0.7515489744020674;;;
becc0967ac6ad610b0cdefb9d8b4ae71;GLO;SSP5-Base-2050;becc0967ac6ad610b0cdefb9d8b4ae71;market for electronic component machinery, unspecified;electronic component machinery, unspecified;unit;11109.946382317416;145.90252407454037;277.2893523420644;0.00017627019406122547;0.00010484450480950933;0.10918561067645063;1632.4757957987495;;;
7d17a0ec84ea7ba207d47020a46144d3;GLO;SSP5-Base-2050;7d17a0ec84ea7ba207d47020a46144d3;market for electric parts, mini CHP plant;electric parts, mini CHP plant;unit;123.85275347047963;3.9625424005286396;0.8346296048105368;2.953767150997643e-06;2.6041767867330255e-06;0.0018587066899848005;40.90226965206776;;;
af38e390f07a4dd5d236623f00186852;GLO;SSP5-Base-2050;af38e390f07a4dd5d236623f00186852;market for blast oxygen furnace converter;blast oxygen furnace converter;unit;2500774190.78569;756486.746810512;1393351.2748050322;0.7675104089823837;1.39704754490781;835.7840910251609;18889959.185962714;;;
47e73c27032b5ae3ca32f76a90a262bc;GLO;SSP5-Base-2050;47e73c27032b5ae3ca32f76a90a262bc;market for bitumen seal, Alu80;bitumen seal, Alu80;kilogram;0.6008478578245766;0.0007200030147221839;0.008263225002948998;1.799634247445271e-08;7.121303562975536e-09;4.160964416649049e-06;0.38681851318534816;;;
ea7a5ee2f9592688844b115ca75dc7a2;RoW;SSP5-Base-2050;ea7a5ee2f9592688844b115ca75dc7a2;market for sawnwood, hardwood, dried (u=20%), planed;sawnwood, hardwood, dried (u=20%), planed;cubic meter;110.71629825320625;0.1824599376552547;0.2751984837704758;6.280436370434612e-07;8.007417046790781e-06;0.00029412458023250277;5.189833781283577;;;
e2642bb27042fa5282ef4bac6351c359;RoW;SSP5-Base-2050;e2642bb27042fa5282ef4bac6351c359;market for zinc monosulfate;zinc monosulfate;kilogram;0.8582357016894591;0.0012834047318179805;0.004242492517243378;4.8977536854725465e-09;1.189975303781115e-08;1.2502997679531637e-05;0.08688616566795095;;;
66662a599dfa600065de991b42b4e59a;GLO;SSP5-Base-2050;66662a599dfa600065de991b42b4e59a;market for kaolin;kaolin;kilogram;0.05473676414227591;0.00018090696894134046;0.0001251828288822109;1.8884404641259373e-09;7.242545406189565e-10;3.4148378809510506e-07;0.01259707759552238;;;
843d0949e9fdb184861a788655f8ca0e;GLO;SSP5-Base-2050;843d0949e9fdb184861a788655f8ca0e;market for coal tar;coal tar;kilogram;0.1307199210942498;0.00036642602479892717;0.00034988976677497287;1.733830367440159e-09;4.885385922658198e-09;3.7120349115816646e-06;0.0729471316394866;;;
c139c526310e5a5c48e9d9d86e3b6d2c;GLO;SSP5-Base-2050;c139c526310e5a5c48e9d9d86e3b6d2c;market for metaldehyde;metaldehyde;kilogram;1.106186236361181;0.0009034585649775352;0.006674205223255916;1.1005986650743982e-08;9.861495784507045e-09;4.494311175331116e-06;0.4821745938806411;;;
71b62422c090becce21a0cf1cca884a3;RoW;SSP5-Base-2050;71b62422c090becce21a0cf1cca884a3;market for sawlog and veneer log, eucalyptus ssp., measured as solid wood under bark;sawlog and veneer log, eucalyptus ssp., measured as solid wood under bark;cubic meter;16.87350831910642;0.0570295947447107;0.06693659648535438;2.1736849683958587e-08;1.9915113157224903e-06;0.0009686559526335093;1.656403853520757;;;
eeb4b5d8cde7c7e7e2bff4b402c88e1d;GLO;SSP5-Base-2050;eeb4b5d8cde7c7e7e2bff4b402c88e1d;market for benzo[thia]diazole-compound;benzo[thia]diazole-compound;kilogram;5.439733987464136;0.023403753366750386;0.01332116277735151;7.467739732908085e-08;5.4372582167443934e-08;3.1380918167863376e-05;1.1912012496594024;;;
9f0febd30a8ce7499d22ef194010ce5a;GLO;SSP5-Base-2050;9f0febd30a8ce7499d22ef194010ce5a;market for ventilation duct, connection piece, steel, 100x50 mm;ventilation duct, connection piece, steel, 100x50 mm;unit;1.0129889808563013;0.0036551438285168675;0.005058058752581986;5.1314038970633065e-09;7.769964857952068e-09;5.867822890199939e-06;0.097421093428323;;;
bc984af3268bdd9d93ba91781c08a87a;RoW;SSP5-Base-2050;bc984af3268bdd9d93ba91781c08a87a;market for sodium cyanide;sodium cyanide;kilogram;1.4324438771428631;0.009326367653206113;0.011256862030804409;2.1975946834011523e-08;1.6260664384036994e-08;7.25507084892823e-06;0.5232469737281489;;;
e377a106b47e2561933462fdb23f9588;GLO;SSP5-Base-2050;e377a106b47e2561933462fdb23f9588;market for tantalum powder, capacitor-grade;tantalum powder, capacitor-grade;kilogram;356.3298711857614;4.718589914809702;0.6735870603465738;8.37412670957667e-07;1.4165619878389497e-06;0.0025503915288398976;47.35301937552377;;;
460f39c08e600e8d42f573617d07c573;GLO;SSP5-Base-2050;460f39c08e600e8d42f573617d07c573;market for magnesium chloride, from titanium sponge production;magnesium chloride, from titanium sponge production;kilogram;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
3a6ef130f69301451623f07c681afe8c;RoW;SSP5-Base-2050;3a6ef130f69301451623f07c681afe8c;market for sawnwood, softwood, raw, dried (u=10%);sawnwood, softwood, raw, dried (u=10%);cubic meter;36.67502443665556;0.0845256780887177;0.27205165135166876;4.717215622561197e-07;7.611018702186291e-06;0.00026223097358377145;3.6973191311744413;;;
6f9e8e79e0025011427a5d3b01e0c80a;GLO;SSP5-Base-2050;6f9e8e79e0025011427a5d3b01e0c80a;market for krypton, gaseous;krypton, gaseous;kilogram;14.311624526684849;0.032436260672281045;0.04026905647407841;2.0157426847258846e-06;3.7445047962711774e-07;0.00016267947409961527;4.095674982761435;;;
3effb0fdec696b32690e468a442a0f90;RoW;SSP5-Base-2050;3effb0fdec696b32690e468a442a0f90;market for weaned heifers, live weight;weaned heifers, live weight;kilogram;1.035814620847881;0.0012351606196236604;0.0021079422941091557;2.685006993202015e-09;4.559664424229261e-07;0.0005206439883055733;0.08345767876327241;;;
45ac1e0896998a089f71c0f1ed98c481;GLO;SSP5-Base-2050;45ac1e0896998a089f71c0f1ed98c481;market for fava bean seed, for sowing;fava bean seed, for sowing;kilogram;0.40438628334688675;0.0005677273312170556;0.00107669249241801;1.674331623002265e-09;2.7780506435518838e-08;8.337886052327114e-06;0.04471615536875344;;;
a39fa8035aaf9c8e029a46a344b629e7;GLO;SSP5-Base-2050;a39fa8035aaf9c8e029a46a344b629e7;market for plasticiser, for concrete, based on sulfonated melamine formaldehyde;plasticiser, for concrete, based on sulfonated melamine formaldehyde;kilogram;0.5866757012064479;0.004490829449819692;0.0034603865199766314;7.657534692726742e-09;5.602590749684791e-09;2.986271291780985e-06;0.2294608095628492;;;
580ef642d9debd096e2bf9303df5077d;GLO;SSP5-Base-2050;580ef642d9debd096e2bf9303df5077d;market for alkylbenzene sulfonate, linear, petrochemical;alkylbenzene sulfonate, linear, petrochemical;kilogram;0.9467411423330039;0.001872803380191583;0.0031786639053231094;5.529761497620998e-09;7.722005699133014e-09;4.099675978280786e-06;0.5121535512617885;;;
873c9c45f45479a9433df9f5a6eb711d;GLO;SSP5-Base-2050;873c9c45f45479a9433df9f5a6eb711d;market for petroleum refinery;petroleum refinery;unit;14457557.076803757;51220.02586720779;15256.42016721673;0.07507055215861594;0.10584468630637672;70.72181370258537;1293772.452394293;;;
77f55759f98009f12cda51b37397cbfe;GLO;SSP5-Base-2050;77f55759f98009f12cda51b37397cbfe;market for blower and heat exchange unit, Twl-700;blower and heat exchange unit, Twl-700;unit;615.2931237257285;1.8328218492854473;2.7364666313430472;6.085439654075497e-06;4.292528937805714e-06;0.0033106245699368636;56.67437222496061;;;
c9987e7e2a4e4e4a61e9ad6b871f73b5;GLO;SSP5-Base-2050;c9987e7e2a4e4e4a61e9ad6b871f73b5;market for ethyl acetate;ethyl acetate;kilogram;1.1943940029599438;0.02242067950266372;0.006044184254883548;1.337416457589655e-08;1.3014207131896652e-08;6.01247480922109e-06;0.548751862931719;;;
464c6360725050e3227a12d9cfb2afeb;GLO;SSP5-Base-2050;464c6360725050e3227a12d9cfb2afeb;market for lithium hydroxide;lithium hydroxide;kilogram;74.32905747172308;0.13415368046372222;0.016776331826797095;8.508517419266971e-08;6.901958155099813e-08;3.636113483950399e-05;10.998221755644058;;;
63ea017e389a07a36765e03be75c2485;RoW;SSP5-Base-2050;63ea017e389a07a36765e03be75c2485;market for aniline;aniline;kilogram;1.785459915138777;0.0024779243897003465;0.010010608987844501;1.3829682084760185e-08;2.119099380838763e-08;1.137528276475636e-05;0.6741964996318242;;;
6d8d12dd7928b36d98f7cc406f440e21;GLO;SSP5-Base-2050;6d8d12dd7928b36d98f7cc406f440e21;market for thermo-mechanical pulp;thermo-mechanical pulp;kilogram;2.5738343417330807;0.0007186984657702284;0.0006889340944729757;1.995775870832677e-08;7.379273317569888e-09;2.334584220507707e-06;0.057008628009422024;;;
062d76e5b7a02ea05d273e0f15a5949a;GLO;SSP5-Base-2050;062d76e5b7a02ea05d273e0f15a5949a;market for acetoacetic acid;acetoacetic acid;kilogram;3.1059355654810528;0.04359139174967855;0.012612851620477771;3.4271566531952663e-08;3.4629200826729325e-08;1.5537372440988237e-05;1.1348206218547912;;;
5eb2dfae38d434272bbf89b4b3acd5be;GLO;SSP5-Base-2050;5eb2dfae38d434272bbf89b4b3acd5be;market for potassium hydroxide;potassium hydroxide;kilogram;1.8391012175046546;0.003548705634264544;0.003667977750690607;2.221510831936423e-08;1.0084668780345255e-08;4.832901114638881e-06;0.165258629301612;;;
b2f81376697c49aa3d87bc10e44e1f47;GLO;SSP5-Base-2050;b2f81376697c49aa3d87bc10e44e1f47;market for sodium;sodium;kilogram;1.7412579344083965;0.0280801702056629;0.001990150981600121;2.8059127331585236e-08;7.195443189349397e-09;3.65148691932735e-06;0.2257777393737417;;;
2fe8a059a9f3b3a2bd6e668957e9d0ca;GLO;SSP5-Base-2050;2fe8a059a9f3b3a2bd6e668957e9d0ca;market for fava bean;fava bean;kilogram;0.3215799162935732;0.0004931391693330772;0.0010265159912561932;9.359653088351237e-10;2.751701895340201e-08;8.197397277444074e-06;0.041062676967632994;;;
aa15592df343a631cf04260bc4baca76;GLO;SSP5-Base-2050;aa15592df343a631cf04260bc4baca76;market for expanded vermiculite;expanded vermiculite;kilogram;0.1388551701954501;0.00022032796316384586;0.0006623688792925431;6.536141210652764e-10;2.6478281102462165e-09;1.318597789054262e-06;0.03952004631181592;;;
875d6b7361b90d6f1bdaf781c51d3ac6;GLO;SSP5-Base-2050;875d6b7361b90d6f1bdaf781c51d3ac6;market for chromium steel pipe;chromium steel pipe;kilogram;4.1160303791319635;0.016847672663528077;0.098340369165143;3.380292300181277e-08;2.2444397757569205e-08;4.445697667283494e-05;0.37099494479208134;;;
1fe1d43e8f135ba76719266dfe3f36db;RoW;SSP5-Base-2050;1fe1d43e8f135ba76719266dfe3f36db;market for esters of versatic acid;esters of versatic acid;kilogram;0.14362906945018122;9.694064476519602e-05;0.00018351645523574254;1.6702807057787466e-10;1.3428343952914309e-08;7.168371167665066e-06;0.6152683741605856;;;
ed0e31e286da2179a138ffe2d6ba7eab;GLO;SSP5-Base-2050;ed0e31e286da2179a138ffe2d6ba7eab;market for pyrochlore concentrate;pyrochlore concentrate;kilogram;3.288940624403614;0.011030495361669293;0.00323489993207093;1.004957683639773e-08;2.878820166648946e-08;8.289087683675841e-05;1.2725351146520771;;;
b1e074c3fb9c5f43166100b884246802;GLO;SSP5-Base-2050;b1e074c3fb9c5f43166100b884246802;market for cable, unspecified;cable, unspecified;kilogram;6.898716795897736;0.048667992090738146;0.05757126599399109;8.05503856613275e-08;1.5176760427858006e-07;0.0001502472465428555;0.7660265503170096;;;
15bc9af41ae15098d9fa3e9fd1fa69c6;GLO;SSP5-Base-2050;15bc9af41ae15098d9fa3e9fd1fa69c6;market for cobalt hydroxide;cobalt hydroxide;kilogram;309.4872705424542;2.614637793066443;0.19680876194566765;6.707415054294536e-06;1.9970893927398794e-07;0.00015842665000144577;6.96990657466227;;;
0c770bbbd12ea5aa1437689c9cbdd2a3;GLO;SSP5-Base-2050;0c770bbbd12ea5aa1437689c9cbdd2a3;market for power block, solar tower power plant, 20 MW;power block, solar tower power plant, 20 MW;unit;127058481.34182881;62401.8088801426;242759.36121675817;0.10244110860827854;0.07456901407294392;54.234562294183924;1344528.8982428377;;;
7f079223063a6b92b8bb524aaa67e4bb;GLO;SSP5-Base-2050;7f079223063a6b92b8bb524aaa67e4bb;market for battery cell, Li-ion, LiMn2O4;battery cell, Li-ion, LiMn2O4;kilogram;4.576687338756239;0.02001325121661427;0.012005414689624168;7.288071363059902e-08;3.2883817954478405e-08;1.9391473482522264e-05;1.2692386097471713;;;
14e0227e764a4a098e5fd34525ccaf3f;GLO;SSP5-Base-2050;14e0227e764a4a098e5fd34525ccaf3f;market for hot water tank, 600l;hot water tank, 600l;unit;867.7981858779019;7.733729275143226;1.0137859411768577;4.114056680748399e-06;3.5390224611300284e-06;0.004828899250927858;79.65022164443491;;;
3688f1be274328735ea95986e26397c0;GLO;SSP5-Base-2050;3688f1be274328735ea95986e26397c0;market for ryegrass-Egyptian&Persian clover-mixture silage;ryegrass-Egyptian&Persian clover-mixture silage;kilogram;0.12276185652133498;0.0005434181775942619;0.0008327552807658954;3.8859887415803073e-10;1.3100912511768894e-08;1.976807990656564e-06;0.01655952670749486;;;
cd6ff80dcb82bb6fffe8be574a9d7429;GLO;SSP5-Base-2050;cd6ff80dcb82bb6fffe8be574a9d7429;market for broccoli;broccoli;kilogram;0.9472567039326607;0.0004004944443271808;0.001330839015089212;1.0194598343319446e-09;3.669266126094247e-09;1.3197526425860824e-06;0.03230826011884452;;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";
4867a68f77e5ec055eeee33d836e3c7f;GLO;SSP5-Base-2050;4867a68f77e5ec055eeee33d836e3c7f;market for sodium nitrate, technical grade;sodium nitrate, technical grade;kilogram;34.13991920207511;0.001061811261750645;0.001247609857338325;7.69112605772652e-10;4.204132728132515e-09;1.7042092873974946e-06;0.20001499171659728;;;
5dc11bfa4bf1247f83847e5dae499c87;GLO;SSP5-Base-2050;5dc11bfa4bf1247f83847e5dae499c87;market for phenyl acetic acid;phenyl acetic acid;kilogram;2.144722209158888;0.008903848447051829;0.012256119964534356;2.7217361039002314e-08;2.027954349860297e-08;9.21459386255018e-06;0.8069961736927184;;;
2754c06f1ae7a343428d4691eb813be1;RoW;SSP5-Base-2050;2754c06f1ae7a343428d4691eb813be1;market for lorry, 40 metric ton;lorry, 40 metric ton;unit;26064.942163102627;232.92057037348096;313.30719967060236;0.00023256027897249542;0.00020785776920560355;0.2603498279980939;5303.877943144753;;;
c2852822a428a4e0ba11ffc58d17e89f;GLO;SSP5-Base-2050;c2852822a428a4e0ba11ffc58d17e89f;market for toner, colour, powder;toner, colour, powder;kilogram;1.0302930070288885;0.0027478082674745274;0.0030515553332859527;4.30352822355177e-08;2.2007187416224393e-08;1.0260688620481912e-05;0.855203489676857;;;
b4b5806ca5fe8eeda791c16a92de27ac;GLO;SSP5-Base-2050;b4b5806ca5fe8eeda791c16a92de27ac;market for grape;grape;kilogram;0.9097928624652717;0.00034642172536861725;0.0006405693298296023;1.4710098853780837e-09;3.89696421963454e-09;9.923239206210507e-07;0.02105143223452703;;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";
