name;reference product;database;unit;production amount;location;code;activity type;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market for potash salt;potash salt;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;af6a972c95e838aff24e2ffb3add846a;market activity;8910;Mining of chemical and fertilizer minerals;34639;Carnallite, sylvite and other potassic fertilizers, n.e.c.;Chemical;Chemical products
market for potato seed, organic, for setting;potato seed, organic, for setting;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;9f621a2c9e11a37aaa78c0b71472dda8;market activity;1640;Seed processing for propagation;1260;Vegetable seeds, except beet seeds;AgriForeAnim;Agricultural & forestry products
market for polylactide, granulate;polylactide, granulate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;e071674a587f968dc60c241bb98bf662;market activity;20130;Manufacture of plastics and synthetic rubber in primary forms;34700;Plastics in primary forms;PlastRub;Plastics & rubber products
market for ryegrass silage;ryegrass silage;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;6706d6a0e7fcb0523210743ad64d8be5;market activity;1610;Support activities for crop production;1919;Forage products, n.e.c.;AgriForeAnim;Agricultural & forestry products
market for ethylvinylacetate, foil;ethylvinylacetate, foil;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d0d5f55f2a07108884fa0f2f758ba6e5;market activity;22200;Manufacture of plastics products;36330;Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminat[…];PlastRub;Plastics & rubber products
market for nitrogen, liquid;nitrogen, liquid;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;2ba127601085d3c181813d9d3c33b22a;market activity;20110;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market for quicklime, milled, packed;quicklime, milled, packed;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;188e799b23e69b89fa566ad0300ca058;market activity;23940;Manufacture of cement, lime and plaster;37420;Quicklime, slaked lime and hydraulic lime;GlasNonMetal;Glass & other non-metallic products
market for refractory, basic, packed;refractory, basic, packed;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;f26980d768519c377a7ec264b866e732;market activity;23910;Manufacture of refractory products;37300;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass & other non-metallic products
market for pendimethalin;pendimethalin;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;cb83827bac85512b36c595a45f6ec799;market activity;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for chemical, inorganic;chemical, inorganic;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;314788525fb7ca3c3b5e00020416b469;market activity;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for amine oxide;amine oxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;c51186a2547c55ba1ce703c75cd4dc61;market activity;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35310;Organic surface active agents, except soap;Chemical;Chemical products
market for biomethane, high pressure, vehicle grade;biomethane, high pressure, vehicle grade;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;163fde5588ccb1184ec8baf92f48f22a;market activity;35200;"Manufacture of gas; distribution of gaseous fuels through mains";17200;Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons;OreMinFuel;Ores, minerals & fuels
market for organo-mineral phosphorus fertiliser, as P2O5;organo-mineral phosphorus fertiliser, as P2O5;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;4b1191cf8e103d0da412d01a9e8bae3e;market activity;1610;Support activities for crop production;34659;Fertilizers n.e.c.;Chemical;Chemical products
market for clay;clay;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;844d0ce34065043c0a8e16462c1b5b16;market activity;8100;Quarrying of stone, sand and clay;15400;Clays;OreMinFuel;Ores, minerals & fuels
market for methylamine;methylamine;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;5af832f3a4c6b4a56b3f0197bcd8cf94;market activity;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for aubergine;aubergine;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;ea0640a1208690c28984b17f7b69c710;market activity;1130;Growing of vegetables and melons, roots and tubers;1233;Eggplants (aubergines);AgriForeAnim;Agricultural & forestry products
market for cyclohexanol;cyclohexanol;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;d06fd409d03bd7339dd73b9fc3778a76;market activity;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for wire drawing, copper;wire drawing, copper;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d6369e6d8436b2dae14e1320d15428ef;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41513;Wire of copper;MetalAlloy;Basic metals & alloys, their semi-finished products
market for potassium carbonate;potassium carbonate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;67d4895270858309aad2da86ddf21466;market activity;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for solder, bar, Sn95.5Ag3.9Cu0.6, for electronics industry;solder, bar, Sn95.5Ag3.9Cu0.6, for electronics industry;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;4320d957a5e248bfffcf8bc3769dccc5;market activity;20290;Manufacture of other chemical products n.e.c.;42950;Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or core[…];ProcBio;Food & beverages, animal feed
market for acrylic filler;acrylic filler;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;e8977b31df76329881665593d28c5b2d;market activity;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market for o-dichlorobenzene;o-dichlorobenzene;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;8e69addbbecac196e0d3d63a01aad05f;market activity;20110;Manufacture of basic chemicals;34310;"Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used a[…]";Chemical;Chemical products
market for weaned calves, live weight;weaned calves, live weight;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;27c4c4db4102596fe29df6606b893a84;market activity;1410;Raising of cattle and buffaloes;2111;Cattle;AgriForeAnim;Live animal, fish & their products
market for soybean, feed;soybean, feed;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;f40f8355c2887c397395e613197b065f;market activity;10800;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market for folpet;folpet;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;ca123ffe7d9bc9f7062bb5e36479ea85;market activity;20210;Manufacture of pesticides and other agrochemical products;34662;Fungicides;Chemical;Chemical products
market for dimethenamide;dimethenamide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;598226fa34cbfbadfddff71d16244801;market activity;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for cast iron;cast iron;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;e6ba5991b1ecab06c9e5ebc33af41364;market activity;24100;Manufacture of basic iron and steel;41110;Primary materials of the iron and steel industry;MetalAlloy;Basic metals & alloys, their semi-finished products
market for maize grain, feed, organic;maize grain, feed, organic;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;3525581f14e97f49921c004e80e229b9;market activity;10800;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market for leach residue from copper production;leach residue from copper production;ecoinvent-3.9.1-cutoff;kilogram;-1.0;GLO;92ba45fd7e34013e0c4393f1672196e0;market activity;24200;Manufacture of basic precious and other non-ferrous metals;39361;Waste and scrap of copper;AgriForeAnim;Agricultural & forestry products
market for sugar beet;sugar beet;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;826b5633056a1337924451d3231fd0e2;market activity;1130;Growing of vegetables and melons, roots and tubers;1801;Sugar beet;AgriForeAnim;Agricultural & forestry products
market for propylene glycol, liquid;propylene glycol, liquid;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;73af3e0b44a59173a69d0b0c78739f68;market activity;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for funnel glass, for cathode ray tube display;funnel glass, for cathode ray tube display;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;27f701452be69ef529a87361bcf2e5a6;market activity;23100;Manufacture of glass and glass products;37190;Other glass articles;GlasNonMetal;Glass & other non-metallic products
market for laterite, mineral;laterite, mineral;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;087d2f214dbd5a86d7be12d8a921ef94;market activity;8100;Quarrying of stone, sand and clay;16000;Other minerals;OreMinFuel;Ores, minerals & fuels
market for cobalt carbonate;cobalt carbonate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;6b5fbd50873691cd0c8e02114baa15a7;market activity;7290;Mining of other non-ferrous metal ores;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for polyethylene terephthalate, granulate, bottle grade;polyethylene terephthalate, granulate, bottle grade;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;542da4756e2865b641823340f174e218;market activity;20130;Manufacture of plastics and synthetic rubber in primary forms;34710;Polymers of ethylene, in primary forms;PlastRub;Plastics & rubber products
market for tellurium, semiconductor-grade;tellurium, semiconductor-grade;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;22ca1e4b597f6f8618b1b2e614df2954;market activity;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for sawnwood, beam, softwood, dried (u=10%), planed;sawnwood, beam, softwood, dried (u=10%), planed;ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;28005687919d1644a4c871d7f78fc595;market activity;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market for cement, CEM III/C;cement, CEM III/C;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;94b54096b004e0e7df8227ebfdf12746;market activity;23940;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
market for ethylene oxide;ethylene oxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;b03ac199036fe69b2512b9aac43dada4;market activity;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for concrete, normal strength;concrete, normal strength;ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;ee5ef4d0712864b328e6fd186cca64fc;market activity;23950;Manufacture of articles of concrete, cement and plaster;37510;Non-refractory mortars and concretes;GlasNonMetal;Glass & other non-metallic products
market for bitumen seal, polymer EP4 flame retardant;bitumen seal, polymer EP4 flame retardant;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;5bab56a32812b0a290372823ca55d69d;market activity;23990;Manufacture of other non-metallic mineral products n.e.c.;37940;Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…];GlasNonMetal;Glass & other non-metallic products
market for sodium nitrate, unrefined;sodium nitrate, unrefined;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;1a9da562ab955a6e84c8b72cd1e93fb3;market activity;20120;Manufacture of fertilizers and nitrogen compounds;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
market for vanilla;vanilla;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;450779bb9841c9b9ba181f94dedeb964;market activity;1280;Growing of spices, aromatic, drug and pharmaceutical crops;1658;Vanilla, raw;AgriForeAnim;Agricultural & forestry products
market for carbon black;carbon black;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d159da75569807fa5869d3a82f5de121;market activity;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for refractory, fireclay, packed;refractory, fireclay, packed;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;6a05527ae9f3de399fa95bf7c5242096;market activity;23910;Manufacture of refractory products;37300;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass & other non-metallic products
market for tungsten carbide powder;tungsten carbide powder;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;81b55566771949ad975262214cca9088;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for propanal;propanal;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;3fab21eed5e555b78c82464739676d23;market activity;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for ammonium nitrate;ammonium nitrate;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;6d7ee21bb274380f2c39296b24d98a43;market activity;20120;Manufacture of fertilizers and nitrogen compounds;34613;Ammonium nitrate;Chemical;Chemical products
market for straw, stand-alone production;straw, stand-alone production;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;acae5ef9dd80525e3773a99d1bed2157;market activity;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1913;Cereal straw, husks, unprepared, ground, pressed, or in the form of pellets;AgriForeAnim;Agricultural & forestry products
market for cellulose fibre;cellulose fibre;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;fccf40a4114750cb83ec1111105bb80f;market activity;17090;Manufacture of other articles of paper and paperboard;32113;"Mechanical wood pulp; semi-chemical wood pulp; pulps of fibrous cellulosic material other than wood";ProcBio;Pulp & paper
market for mepiquat chloride;mepiquat chloride;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a72a58bb5807198d90aa78fc85a35196;market activity;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for chickpea;chickpea;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;8d51cd9b4fcdd6da75aa3cdb199e2f31;market activity;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1703;Chick peas, dry;AgriForeAnim;Agricultural & forestry products
market for zirconium sponge, nuclear-grade;zirconium sponge, nuclear-grade;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;13928dbdc4bfbc251587836d679db48c;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for steel, low-alloyed, hot rolled;steel, low-alloyed, hot rolled;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a0bd454544d5b0919de48edec5c458e7;market activity;24100;Manufacture of basic iron and steel;41210;Flat-rolled products of steel, not further worked than hot-rolled;MetalAlloy;Basic metals & alloys, their semi-finished products
market for alpha-picoline;alpha-picoline;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d64c24a68a27315bf3c457f8457bdcd0;market activity;20110;Manufacture of basic chemicals;34160;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…]";Chemical;Chemical products
market for rape seed, organic, for sowing;rape seed, organic, for sowing;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;3f6e423141bbf2e023ee3c2adf3394d3;market activity;1640;Seed processing for propagation;1443;Rape or colza seed;AgriForeAnim;Agricultural & forestry products
market for green asparagus;green asparagus;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;08cb24e0a210caa960c30734566e2bc9;market activity;1130;Growing of vegetables and melons, roots and tubers;1211;Asparagus;AgriForeAnim;Agricultural & forestry products
market for electrolyte, for Li-ion battery;electrolyte, for Li-ion battery;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;b49d257658eed532094d68babcecf2e1;market activity;20000;Manufacture of chemicals and chemical products;35470;Chemical elements and compounds doped for use in electronics;Chemical;Chemical products
market for fraction 7 from naphtha separation;fraction 7 from naphtha separation;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;f9d39e27b00efa0cd1548535570aae5b;market activity;19200;Manufacture of refined petroleum products;34100;Basic organic chemicals;Chemical;Chemical products
market for acetamide-anillide-compound, unspecified;acetamide-anillide-compound, unspecified;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;00b1b052ebf9b51c3d8a715d9eb6a989;market activity;20210;Manufacture of pesticides and other agrochemical products;34660;Insecticides, fungicides, herbicides and disinfectants;Chemical;Chemical products
market for pyridazine-compound;pyridazine-compound;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;455b2215d53fb94619c5a5d278f79ad2;market activity;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for polyacrylamide;polyacrylamide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;3de927f96c53ca0ac446a2af1c0f5ef6;market activity;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for fish block, hake;fish block, hake;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;e4c1035464dcd484321273848ce82d54;market activity;3110;Marine fishing;21221;Fish fillets and fish meat (whether or not minced), fresh or chilled;ProcBio;Food & beverages, animal feed
market for methane sulfonic acid;methane sulfonic acid;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;6899ab5c07e1107a0e7887b2b6c28dd5;market activity;20110;Manufacture of basic chemicals;34160;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…]";Chemical;Chemical products
market for biomethane, low pressure, vehicle grade;biomethane, low pressure, vehicle grade;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;e6e9eb98caf911bfee4066e01e101afb;market activity;35200;"Manufacture of gas; distribution of gaseous fuels through mains";17200;Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons;OreMinFuel;Ores, minerals & fuels
market for cattle for slaughtering, live weight;cattle for slaughtering, live weight;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;795a888421f4f3e06ba3ee8f0b19aa02;market activity;1410;Raising of cattle and buffaloes;2111;Cattle;AgriForeAnim;Live animal, fish & their products
market for bronze;bronze;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;9096dfcdc0a282651d7c8f2dd9951a78;market activity;24200;Manufacture of basic precious and other non-ferrous metals;40000;Metal products, machinery and equipment;MetalAlloy;Basic metals & alloys, their semi-finished products
market for sulfate pulp, bleached;sulfate pulp, bleached;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;eafb61b99c47a75b3a2d5328ea30f96f;market activity;17010;Manufacture of pulp, paper and paperboard;32112;Chemical wood pulp, other than dissolving grades;ProcBio;Pulp & paper
market for meat and bone meal;meat and bone meal;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;61ca559a64688c9f7b0a90a4d269fc3e;market activity;10100;Processing and preserving of meat;39110;Raw offal, inedible (including pigs' bristles, horse hair, animal guts, bird skins, feathers, bones and ivory);AgriForeAnim;Agricultural & forestry products
market for sawnwood, lath, hardwood, raw, dried (u=10%);sawnwood, lath, hardwood, raw, dried (u=10%);ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;b5c8cbce9067e4448eb973ab7912a6f8;market activity;16100;Sawmilling and planing of wood;31102;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood;ProcBio;Wood, straw & cork
market for tert-butyl amine;tert-butyl amine;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;dd5dd245e75dc87e0219510c31f84652;market activity;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for stibnite concentrate;stibnite concentrate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;5cba8c964b01b90b8acd19c7a023c464;market activity;7290;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market for titania slag, 94% titanium dioxide;titania slag, 94% titanium dioxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;8a9e591ca2da382e21db2bd20d3761ab;market activity;7290;Mining of other non-ferrous metal ores;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for sawnwood, board, softwood, dried (u=20%), planed;sawnwood, board, softwood, dried (u=20%), planed;ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;256a3a34b53e9da99b95d4c3d63290c9;market activity;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market for soybean seed, organic, for sowing;soybean seed, organic, for sowing;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;ca487247d88662a6433b8394bee3749b;market activity;1640;Seed processing for propagation;1411;Soya beans, seed for planting;AgriForeAnim;Agricultural & forestry products
market for sugar beet seed, for sowing;sugar beet seed, for sowing;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;0e497789afa7bc7f803c52dd6fa72925;market activity;1640;Seed processing for propagation;1803;Sugar beet seeds;AgriForeAnim;Agricultural & forestry products
market for copper cake;copper cake;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;49946336299fce3d89a8e78a96ddedd4;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41412;"Unrefined copper; copper anodes for electrolytic refining";MetalAlloy;Basic metals & alloys, their semi-finished products
market for ryegrass-red&Egyptian clover-mixture silage;ryegrass-red&Egyptian clover-mixture silage;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;869972f33ab3b9ca61abf423b95fd28a;market activity;1610;Support activities for crop production;1919;Forage products, n.e.c.;AgriForeAnim;Agricultural & forestry products
market for copper carbonate;copper carbonate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;5be152c7c362e58e4b995badf4d60371;market activity;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market for citric acid;citric acid;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;db6db4cff0259b6f843098f57ea18be0;market activity;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market for polyvinylfluoride;polyvinylfluoride;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;911bd1f9214e55a3edf6844c7c81df19;market activity;20130;Manufacture of plastics and synthetic rubber in primary forms;34730;Polymers of vinyl chloride or other halogenated olefins, in primary forms;PlastRub;Plastics & rubber products
market for palm kernel oil, crude;palm kernel oil, crude;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d3a8898c0d3a62cadc0c3abb22395a80;market activity;10400;Manufacture of vegetable and animal oils and fats;21691;Other vegetable oils, crude or refined, n.e.c.;ProcBio;Food & beverages, animal feed
market for sawnwood, lath, softwood, raw, dried (u=10%);sawnwood, lath, softwood, raw, dried (u=10%);ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;d3ddae82449f19ee86473a36c5cdda9c;market activity;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market for burnt shale;burnt shale;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;e4f88200f4dd073266b64dbb07f4d037;market activity;23990;Manufacture of other non-metallic mineral products n.e.c.;12030;Bituminous or oil shale and tar sands;OreMinFuel;Ores, minerals & fuels
market for concrete roof tile;concrete roof tile;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;05b71a2a838593dc5dea82c50ecf9a19;market activity;23950;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass & other non-metallic products
market for titanium tetrachloride;titanium tetrachloride;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;85cd26020de18a824dd8d611628a6cbc;market activity;24200;Manufacture of basic precious and other non-ferrous metals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for cucumber;cucumber;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;2b4fb423557ff1bf236754634d4c7b73;market activity;1130;Growing of vegetables and melons, roots and tubers;1232;Cucumbers and gherkins;AgriForeAnim;Agricultural & forestry products
market for isoproturon;isoproturon;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;feae0dc7e3f6dac0a7511d106e600998;market activity;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for tube insulation, elastomere;tube insulation, elastomere;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;938a376b236e5cda14feeecfe289a875;market activity;22190;Manufacture of other rubber products;36230;Tubes, pipes and hoses of vulcanized rubber other than hard rubber;PlastRub;Plastics & rubber products
market for foaming agent;foaming agent;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;739b62a416c112e2b66a6454e0ada1b5;market activity;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35300;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
market for nitrate salts, for solar power application;nitrate salts, for solar power application;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;f8229498ca1b36c8079d2364e35667cb;market activity;20290;Manufacture of other chemical products n.e.c.;35490;Other chemical products;Chemical;Chemical products
market for zinc;zinc;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;234bef98671292c886679c2bf2528f1f;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41442;Zinc, unwrought;MetalAlloy;Basic metals & alloys, their semi-finished products
market for fibre cement facing tile, large format;fibre cement facing tile, large format;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;79d4b6da91f4d0b639f4c9f8d20661a2;market activity;23950;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass & other non-metallic products
market for lime, packed;lime, packed;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;ce3836ce533841646352e6e52e5aec46;market activity;8100;Quarrying of stone, sand and clay;37420;Quicklime, slaked lime and hydraulic lime;GlasNonMetal;Glass & other non-metallic products
market for butyl acrylate;butyl acrylate;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;8a9180e2f3ba09cbbf928b887930a815;market activity;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for rape oil, crude;rape oil, crude;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;bd2032dac0eb286ae656cc8d7446818d;market activity;10400;Manufacture of vegetable and animal oils and fats;21641;Rape, colza and mustard oil, crude;ProcBio;Food & beverages, animal feed
