;location;database;code;name;reference product;unit;Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources;parameters full;emptied;log parameters
704719aa470297731a0d0430292726a6;GLO;SSP1-PkBudg500-2030;704719aa470297731a0d0430292726a6;market for hard disk drive, for desktop computer;hard disk drive, for desktop computer;unit;0.12455632172635088;6.015671118381045e-07;4.6798706329429874e-08;4.234183891346953e-05;0.5271494668756207;;;
2beeaaafe05a7a5fe8fb8735deaef235;GLO;SSP1-PkBudg500-2030;2beeaaafe05a7a5fe8fb8735deaef235;market for sodium perborate, monohydrate, powder;sodium perborate, monohydrate, powder;kilogram;0.0003157420978884132;1.785113886966401e-09;1.9620650859437085e-08;1.0457277910576477e-05;0.3988798625680633;;;
9f0febd30a8ce7499d22ef194010ce5a;GLO;SSP1-PkBudg500-2030;9f0febd30a8ce7499d22ef194010ce5a;market for ventilation duct, connection piece, steel, 100x50 mm;ventilation duct, connection piece, steel, 100x50 mm;unit;0.005047717082459258;2.8831950793440988e-08;7.133373197434945e-09;6.156159758767098e-06;0.08432027111603364;;;
0810326f53d2c4315c4c1eee2ba0f8d0;RoW;SSP1-PkBudg500-2030;0810326f53d2c4315c4c1eee2ba0f8d0;market for ethyl benzene;ethyl benzene;kilogram;0.008892185377596461;1.5930363281006784e-08;9.045067858174037e-09;4.3838493395576244e-06;0.6120829303738572;;;
dbe574e9c82e1bfd55316e064a740415;GLO;SSP1-PkBudg500-2030;dbe574e9c82e1bfd55316e064a740415;market for N2O retained, by regenerative thermal oxidation;N2O retained, by regenerative thermal oxidation;kilogram;0.00013040471022860635;1.564413084751119e-08;4.5316548500746515e-10;1.9339701241424042e-07;0.010439437218029797;;;
fa674d9626afef447abef586b0f5230c;GLO;SSP1-PkBudg500-2030;fa674d9626afef447abef586b0f5230c;market for manure, liquid, cattle;manure, liquid, cattle;kilogram;0.0;0.0;0.0;0.0;0.0;;;
8aeca673cf07d3ada8ffee43541c3688;GLO;SSP1-PkBudg500-2030;8aeca673cf07d3ada8ffee43541c3688;market for electrode, negative, LiC6;electrode, negative, LiC6;kilogram;0.013170786456026866;2.4274051364361155e-07;2.392582283415586e-08;1.4786167788633548e-05;2.879966724104047;;;
e01f270d8d7c3b9db3939fc0cc27b05b;GLO;SSP1-PkBudg500-2030;e01f270d8d7c3b9db3939fc0cc27b05b;market for glider, passenger car;glider, passenger car;kilogram;0.025101052489232306;1.7816453921552312e-07;2.116434449741964e-08;2.2517532881411402e-05;0.48620603471957013;;;
9291eac91d350e0a56be6f433a25ad3a;GLO;SSP1-PkBudg500-2030;9291eac91d350e0a56be6f433a25ad3a;market for electrostatic paint;electrostatic paint;kilogram;0.011688878411613875;7.400532193529238e-08;1.6520343656763723e-08;8.855250541701324e-06;0.5996445923996154;;;
43d0d31d8089cc9a3501ba77d3a54d33;GLO;SSP1-PkBudg500-2030;43d0d31d8089cc9a3501ba77d3a54d33;market for electric connector, peripheral component interconnect buss;electric connector, peripheral component interconnect buss;kilogram;0.19263941083260752;4.675622954751189e-06;7.548731328232022e-07;0.0009234380765815921;6.464063686131992;;;
304e7698b9294b0af5c60f18151d0afe;GLO;SSP1-PkBudg500-2030;304e7698b9294b0af5c60f18151d0afe;market for dimethylacetamide;dimethylacetamide;kilogram;0.005150655042368471;9.278785486908287e-08;1.1525841914538425e-08;5.42358173871206e-06;0.5548007127986996;;;
7a7fb3150f108a6560bf657053d553b4;GLO;SSP1-PkBudg500-2030;7a7fb3150f108a6560bf657053d553b4;market for heat and power co-generation unit, 160kW electrical, components for heat only;heat and power co-generation unit, 160kW electrical, components for heat only;unit;28.774939748810635;0.00047464202413958687;6.55454506760673e-05;0.08307288816232687;1643.8132915333003;;;
539b6e9fa7f0886f65b8121e5e895539;RoW;SSP1-PkBudg500-2030;539b6e9fa7f0886f65b8121e5e895539;market for isophorondiisocyante;isophorondiisocyante;kilogram;0.011587163286570501;2.22228452720947e-07;2.103567913225282e-08;1.1473307327702973e-05;0.7173159352327769;;;
a6340d3ae1622f5fea25af16af07bbc0;GLO;SSP1-PkBudg500-2030;a6340d3ae1622f5fea25af16af07bbc0;market for battery, Li-ion, NMC811, rechargeable, prismatic;battery, Li-ion, NMC811, rechargeable, prismatic;kilogram;0.49689229504351085;9.341163877078427e-07;8.481453247922868e-08;6.952985410774193e-05;2.2108389951625957;;;
2e3e70a13a97e0412a954eeb2e3ca702;GLO;SSP1-PkBudg500-2030;2e3e70a13a97e0412a954eeb2e3ca702;market for potato seed, Swiss integrated production, for setting;potato seed, Swiss integrated production, for setting;kilogram;0.0004292086111829534;2.913825387212386e-09;4.950351136806889e-09;8.480609020636334e-07;0.01001959732655485;;;
5b9049d1016117a6b1f5b91d1552fb53;GLO;SSP1-PkBudg500-2030;5b9049d1016117a6b1f5b91d1552fb53;market for router, internet;router, internet;unit;1.266160335939173;4.921100139777549e-06;4.4465930356118127e-07;0.0004485283787750984;4.20065382385341;;;
621a694295a9725001f6d24fba6ab307;GLO;SSP1-PkBudg500-2030;621a694295a9725001f6d24fba6ab307;market for resistor, metal film type, through-hole mounting;resistor, metal film type, through-hole mounting;kilogram;0.02377788084995812;1.778565968377728e-06;1.6079502581451166e-07;0.000153992754227615;1.1856211485393089;;;
37b5e0e6258403a9cf1878d298a4ef87;GLO;SSP1-PkBudg500-2030;37b5e0e6258403a9cf1878d298a4ef87;market for charcoal;charcoal;kilogram;0.0011722246801292768;4.704332866237984e-09;2.5477269478523882e-08;4.756589215542833e-06;0.01740321785788592;;;
dbcf3aa8abbcb3dc549d798553a0078b;GLO;SSP1-PkBudg500-2030;dbcf3aa8abbcb3dc549d798553a0078b;market for fodder yeast;fodder yeast;kilogram;0.0026194368228190466;3.3894806029492236e-08;1.1847028494726054e-07;6.469656524290684e-06;0.12058263728999928;;;
574c4a367f0fd183345b478a529e20e6;GLO;SSP1-PkBudg500-2030;574c4a367f0fd183345b478a529e20e6;market for para-phenylene diamine;para-phenylene diamine;kilogram;0.058095893579869426;1.61387380333102e-07;3.284858529337942e-08;1.6973402278841025e-05;1.0507053181403896;;;
57fe1cebd6be2d1b02727ed2e1997e57;RoW;SSP1-PkBudg500-2030;57fe1cebd6be2d1b02727ed2e1997e57;market for cement, CEM V/A;cement, CEM V/A;kilogram;0.0004126483147543244;5.64125126179643e-09;1.8129161426469752e-09;7.71644768363593e-07;0.018217690656501213;;;
fbe6052b8ad01988e9536502ad6f3da8;GLO;SSP1-PkBudg500-2030;fbe6052b8ad01988e9536502ad6f3da8;market for marine engine;marine engine;unit;104.40609652391953;0.0001424687324206894;1.5915158195852843e-05;0.03295500415970371;373.95397430999105;;;
66fda7a7c99ca80a93d84189caad968e;RoW;SSP1-PkBudg500-2030;66fda7a7c99ca80a93d84189caad968e;market for benzaldehyde;benzaldehyde;kilogram;0.009133268799178676;9.224242795423239e-08;1.5564077534889177e-08;7.571210610775144e-06;0.716176085586021;;;
0a4f553af31c0df654983eab46548596;GLO;SSP1-PkBudg500-2030;0a4f553af31c0df654983eab46548596;market for slag landfill;slag landfill;unit;13568.533833071688;0.034425786932019545;0.013870579207269935;5.296895208486967;796332.6424175287;;;
194c4261b5ac76aee18451f2109055ad;RoW;SSP1-PkBudg500-2030;194c4261b5ac76aee18451f2109055ad;market for lorry, 28 metric ton;lorry, 28 metric ton;unit;234.18072486719325;0.0006401363386163248;0.00012423105473739516;0.17777152933907933;3501.2337431073784;;;
02b09b70496df18e9d6274438fc679f7;GLO;SSP1-PkBudg500-2030;02b09b70496df18e9d6274438fc679f7;market for rye grain;rye grain;kilogram;0.00146348639997446;1.0596283813530758e-08;2.6285912575977894e-08;2.1917759684873726e-06;0.0544858780503829;;;
ad0679625ef2b061dae0dfd5830b5c7a;GLO;SSP1-PkBudg500-2030;ad0679625ef2b061dae0dfd5830b5c7a;market for wheat grain, feed, organic;wheat grain, feed, organic;kilogram;0.0010352739783413881;5.085672427749139e-09;2.2269760063833726e-08;3.69849775295126e-06;0.02848240357201057;;;
cf81717206b5a737b7a8a0a93a1b87e8;GLO;SSP1-PkBudg500-2030;cf81717206b5a737b7a8a0a93a1b87e8;market for sodium chloride, brine solution;sodium chloride, brine solution;kilogram;0.0001620583063091473;5.766424581534492e-09;4.923779697898845e-10;3.985186795978291e-07;0.005144507647343019;;;
b49d257658eed532094d68babcecf2e1;GLO;SSP1-PkBudg500-2030;b49d257658eed532094d68babcecf2e1;market for electrolyte, for Li-ion battery;electrolyte, for Li-ion battery;kilogram;0.008940768477447968;1.2832598586075126e-07;1.774233509851988e-08;1.029819629126587e-05;2.6161313865831852;;;
a2b60fb6ee8411c4fda6cef9a54bb2e0;RoW;SSP1-PkBudg500-2030;a2b60fb6ee8411c4fda6cef9a54bb2e0;market for urea ammonium nitrate mix;urea ammonium nitrate mix;kilogram;0.0015590692125621996;1.4820438437648087e-08;7.477294707520625e-09;3.5504721173877565e-06;0.1410265288741428;;;
b30dd218bce808fee0e2164d3a831eda;GLO;SSP1-PkBudg500-2030;b30dd218bce808fee0e2164d3a831eda;market for organophosphorus-compound, unspecified;organophosphorus-compound, unspecified;kilogram;0.00933185944004422;2.9419340803580286e-07;4.346459081232814e-08;2.2114546708052197e-05;0.6534550993523802;;;
809850cb8729ba9ed956f6e7b6c49780;RoW;SSP1-PkBudg500-2030;809850cb8729ba9ed956f6e7b6c49780;market for 4-tert-butyltoluene;4-tert-butyltoluene;kilogram;0.008336938375087054;1.5941834952009276e-08;8.386916717841256e-09;3.634732097569091e-06;0.6344243326595594;;;
3389cb3e53c4885cc59d929c9022315a;GLO;SSP1-PkBudg500-2030;3389cb3e53c4885cc59d929c9022315a;market for silencer, steel, DN 315, 50 mm;silencer, steel, DN 315, 50 mm;unit;0.19869307263822888;1.5223835691087982e-06;3.3596192867038974e-07;0.00033293461472933515;6.4095985706786465;;;
3613a817f05b3bc4a675f72cf9672203;RoW;SSP1-PkBudg500-2030;3613a817f05b3bc4a675f72cf9672203;market for hydrogen cyanide;hydrogen cyanide;kilogram;0.017264322341709673;1.0680456606469347e-08;1.8703552906352593e-08;7.833535745394667e-06;0.7247463062884733;;;
a9656e711ea1a67be5afdc0c1e24a46d;GLO;SSP1-PkBudg500-2030;a9656e711ea1a67be5afdc0c1e24a46d;market for selenium;selenium;kilogram;0.004872936635368006;1.6200288861307037e-07;7.315404413128548e-08;7.326444510624556e-05;0.27835733149749575;;;
817720c11340b346dc9574d7a87435fc;RoW;SSP1-PkBudg500-2030;817720c11340b346dc9574d7a87435fc;market for gravel, crushed;gravel, crushed;kilogram;5.363218124025569e-05;5.612841828359476e-10;7.028240183691501e-11;3.7448024700612946e-08;0.0013715387058515977;;;
e33da62b067e242385e4e3c3e4a83422;GLO;SSP1-PkBudg500-2030;e33da62b067e242385e4e3c3e4a83422;market for 1,1-dimethylcyclopentane;1,1-dimethylcyclopentane;kilogram;0.005949946333199159;1.1522112048099224e-08;5.7188510856482645e-09;2.5596234201541133e-06;0.6320595416859138;;;
abaa20243b8346aa03a36cc182ffcf93;GLO;SSP1-PkBudg500-2030;abaa20243b8346aa03a36cc182ffcf93;market for carton board box production, with offset printing;carton board box production, with offset printing;kilogram;0.005033046386802909;1.5669848444365712e-08;3.0705931790946524e-09;1.0212302373627522e-06;0.05154413681289055;;;
05b4af4e0f77945470397f8e64c28f3d;GLO;SSP1-PkBudg500-2030;05b4af4e0f77945470397f8e64c28f3d;market for ventilation system, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger;ventilation system, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger;unit;64.32483869523355;0.0002777550904255069;6.933733060144476e-05;0.05978835564838747;1081.3909541379437;;;
16df20c480f88cb7a2f27a335a2c5f04;RoW;SSP1-PkBudg500-2030;16df20c480f88cb7a2f27a335a2c5f04;market for lime, hydrated, loose weight;lime, hydrated, loose weight;kilogram;0.0004452620321480492;2.4752659961161577e-09;2.893936046149174e-09;1.0613048870602424e-06;0.03875546884243691;;;
a20be73eef30e9d555ae126bea5ca4f5;GLO;SSP1-PkBudg500-2030;a20be73eef30e9d555ae126bea5ca4f5;market for silver, unrefined;silver, unrefined;kilogram;3.2714024417490775;2.7982028751635425e-05;1.066973942401021e-05;0.02185264652495481;444.24283890025566;;;
bffc4169632245b14852bead436245c4;RoW;SSP1-PkBudg500-2030;bffc4169632245b14852bead436245c4;market for sawnwood, lath, softwood, raw, dried (u=20%);sawnwood, lath, softwood, raw, dried (u=20%);cubic meter;0.34514837192169673;1.2206053853697876e-06;8.68563419910022e-06;0.00012646835054811289;5.507559877151367;;;
21654043f57c19bba93db52a624bcba1;GLO;SSP1-PkBudg500-2030;21654043f57c19bba93db52a624bcba1;market for nitric oxide;nitric oxide;kilogram;0.001468978362401412;2.590509001529138e-08;2.27387550556217e-08;9.063596024752217e-06;0.16992246246047346;;;
63c1ac90c04ce17ee2378c39a2ce6849;RoW;SSP1-PkBudg500-2030;63c1ac90c04ce17ee2378c39a2ce6849;market for natural gas, low pressure;natural gas, low pressure;cubic meter;0.002392149136266868;2.2088099313217646e-09;1.8176508668334864e-09;7.913742232993972e-07;0.32567857721540683;;;{'initial amount of fossil CO2': 5.81436e-05, 'new amount of fossil CO2': 0, 'new amount of biogenic CO2': 0.00012523028252461519}
0a7a9c9f24165e3360770b1c14eeef7f;GLO;SSP1-PkBudg500-2030;0a7a9c9f24165e3360770b1c14eeef7f;market for capacitor, tantalum-, for through-hole mounting;capacitor, tantalum-, for through-hole mounting;kilogram;1.3227758784383425;4.792408671470259e-06;9.588591314161944e-07;0.0016177682467289625;28.435943515712893;;;
b47f2ebb189fce62de06981ea6ff0697;GLO;SSP1-PkBudg500-2030;b47f2ebb189fce62de06981ea6ff0697;market for miscanthus rhizome, for planting;miscanthus rhizome, for planting;unit;1.7740761246483665e-05;7.037736838748778e-11;4.695370522010443e-10;4.284070089386887e-09;0.00047770929484519084;;;
2754c06f1ae7a343428d4691eb813be1;RoW;SSP1-PkBudg500-2030;2754c06f1ae7a343428d4691eb813be1;market for lorry, 40 metric ton;lorry, 40 metric ton;unit;314.16481687991256;0.0008990974693662804;0.0001781747592167796;0.2654468560570264;5005.159394380104;;;
8285b545c95ff0a2d17eb2bc57cbeaa2;GLO;SSP1-PkBudg500-2030;8285b545c95ff0a2d17eb2bc57cbeaa2;market for sodium chloride, powder;sodium chloride, powder;kilogram;0.0004614096816253168;1.528343819663124e-08;9.281208727276243e-10;6.138984441567272e-07;0.05611312081136651;;;
9cd35727b22ad07961e63ada69aeee8d;GLO;SSP1-PkBudg500-2030;9cd35727b22ad07961e63ada69aeee8d;market for octabenzone;octabenzone;kilogram;0.008485518043299915;1.1720775308412521e-07;1.6683854315612638e-08;8.259999175947044e-06;0.7441018470104562;;;
3f04052884c4fd0ef7386035c61cabaa;GLO;SSP1-PkBudg500-2030;3f04052884c4fd0ef7386035c61cabaa;market for polar fleece, energy use only;polar fleece, energy use only;kilogram;0.001995391038789323;3.4777932917283343e-07;1.220761784204032e-08;5.911010935814893e-06;0.09861701012086531;;;
60b72cd59889a73c2936c468c8627fbf;GLO;SSP1-PkBudg500-2030;60b72cd59889a73c2936c468c8627fbf;market for gypsum fibreboard;gypsum fibreboard;kilogram;0.0002561522735098129;5.231935835880509e-09;1.2630988669675826e-09;6.331338984376104e-07;0.014228339406271545;;;
105d34b6b34a5de233596a08ebb30578;GLO;SSP1-PkBudg500-2030;105d34b6b34a5de233596a08ebb30578;market for scandium oxide;scandium oxide;kilogram;1.7632187681720468;1.3580251840700707e-05;9.105297003483542e-06;0.01094394769254509;171.81949997179993;;;
9d3cb3d2efc331b6baa40a66386b4713;GLO;SSP1-PkBudg500-2030;9d3cb3d2efc331b6baa40a66386b4713;market for heat and power co-generation unit, 160kW electrical, components for electricity only;heat and power co-generation unit, 160kW electrical, components for electricity only;unit;15.770695039505735;0.00043590247095763666;0.00011689193728418698;0.10988942626252761;1025.6667238475402;;;
de9d213ce13f4f537837dea3b4f9faf7;RoW;SSP1-PkBudg500-2030;de9d213ce13f4f537837dea3b4f9faf7;market for cathode, LFP, for Li-ion battery;cathode, LFP, for Li-ion battery;kilogram;0.011025044433175323;1.6930558291292103e-07;7.294841356334285e-08;3.2561950187931255e-05;3.130079806948267;;;
896ecbd1462243e51bae91e2a6f2c060;GLO;SSP1-PkBudg500-2030;896ecbd1462243e51bae91e2a6f2c060;market for fatty alcohol sulfate;fatty alcohol sulfate;kilogram;0.003981216781034492;3.756179316460679e-08;2.3842076294280124e-08;6.719371034873415e-06;0.3099105789310412;;;
10e21d33c3cffcabb5a566c1a47aa060;GLO;SSP1-PkBudg500-2030;10e21d33c3cffcabb5a566c1a47aa060;market for feldspar;feldspar;kilogram;2.5576457317502762e-05;1.3834394749185596e-10;1.9396915915397602e-10;8.021115533687849e-08;0.004453136881432425;;;
946574db5d4abbccd83212f14c786f68;GLO;SSP1-PkBudg500-2030;946574db5d4abbccd83212f14c786f68;market for inverter, for electric passenger car;inverter, for electric passenger car;kilogram;0.41267625890786075;1.5627935471798633e-06;1.7949687966222226e-07;0.0001629730772273641;1.5836666302686104;;;
2da6fef6886cc91f5bad7f76a1cc4742;GLO;SSP1-PkBudg500-2030;2da6fef6886cc91f5bad7f76a1cc4742;market for transistor, auxilliaries and energy use;transistor, auxilliaries and energy use;kilogram;0.0485851748509564;8.209343231222141e-06;2.0682557552032791e-07;0.00010053808849733123;2.365029224415816;;;
df342d3687489ba30c1af5cde5fad2f0;GLO;SSP1-PkBudg500-2030;df342d3687489ba30c1af5cde5fad2f0;market for palm date, conditioned and dried;palm date, conditioned and dried;kilogram;0.002254320158436903;2.574211241196722e-08;1.667697049337507e-08;3.552552606838037e-06;0.05568105133632742;;;
21d0989c13226374f700264a51796945;RoW;SSP1-PkBudg500-2030;21d0989c13226374f700264a51796945;market for allyl chloride;allyl chloride;kilogram;0.02008374632560407;5.241295027605382e-08;6.6633322440863144e-09;3.2804632533232767e-06;0.4143044843013003;;;
f7fbbbd4027750c8b3d88c1bf551daef;GLO;SSP1-PkBudg500-2030;f7fbbbd4027750c8b3d88c1bf551daef;market for barley seed, organic, for sowing;barley seed, organic, for sowing;kilogram;0.0007733599783357502;3.383433029183805e-09;2.1040428214250717e-08;2.707800014425569e-06;0.021038246936315074;;;
d72edbe876c2565eed49b5b41932923a;GLO;SSP1-PkBudg500-2030;d72edbe876c2565eed49b5b41932923a;market for furnace, logs, softwood storage area, 100kW;furnace, logs, softwood storage area, 100kW;unit;8.390381800116407;7.668795198301258e-05;1.5374238439514497e-05;0.022001925885372295;260.312436569692;;;
19491c1e22a309caedebc2cf3bd5f053;GLO;SSP1-PkBudg500-2030;19491c1e22a309caedebc2cf3bd5f053;market for ammonium thiocyanate;ammonium thiocyanate;kilogram;0.009748835371531085;3.9218490895404714e-08;1.8004216240643824e-08;1.0600485345350844e-05;0.31083060240951077;;;
38bfa307891b46a64abd11ce053566f4;GLO;SSP1-PkBudg500-2030;38bfa307891b46a64abd11ce053566f4;market for dioctyl terephthalate;dioctyl terephthalate;kilogram;0.009543272766370191;1.117188476205481e-07;1.1756455065357687e-08;5.9066607995689574e-06;0.6852961684126866;;;
fba6bac2b48373eba03af7110a51ed17;GLO;SSP1-PkBudg500-2030;fba6bac2b48373eba03af7110a51ed17;market for oil boiler, 100kW;oil boiler, 100kW;unit;26.02595603787855;4.79520757635028e-05;1.147489244949254e-05;0.016588639306184632;148.45227733774183;;;
0654fa2a94bae92b96257ca44dc238ed;GLO;SSP1-PkBudg500-2030;0654fa2a94bae92b96257ca44dc238ed;market for poultry manure, fresh;poultry manure, fresh;kilogram;1.1636899051353105e-05;7.164932242935442e-11;1.7104558988565416e-11;8.155342917482463e-09;0.00038705948526759036;;;
6246c9bfb7903ce0751ae0716f80a5a1;GLO;SSP1-PkBudg500-2030;6246c9bfb7903ce0751ae0716f80a5a1;market for anaerobic digestion plant, agricultural;anaerobic digestion plant, agricultural;unit;84.45617788351132;0.0006607765941529138;0.000274342499054233;0.18080098071200662;3749.922342322546;;;
0e9aae51b130ea7c6722ad337019dd3d;RoW;SSP1-PkBudg500-2030;0e9aae51b130ea7c6722ad337019dd3d;market for sawlog and veneer log, azobe, measured as solid wood under bark;sawlog and veneer log, azobe, measured as solid wood under bark;cubic meter;0.43507149528977396;1.9904979808780927e-07;5.37303902992948e-05;0.00581071926667475;7.470463376022702;;;
6b5fbd50873691cd0c8e02114baa15a7;GLO;SSP1-PkBudg500-2030;6b5fbd50873691cd0c8e02114baa15a7;market for cobalt carbonate;cobalt carbonate;kilogram;0.13184030221404586;4.648754928696225e-06;1.270572693027014e-07;0.00010521079154422046;4.5703626969591085;;;
86182df0f16d97107d0667b5af905514;GLO;SSP1-PkBudg500-2030;86182df0f16d97107d0667b5af905514;market for liquid manure tank trailer;liquid manure tank trailer;kilogram;0.0049344919217125085;1.0754991151922776e-07;1.4896979151590672e-08;1.3937691253526156e-05;0.35622352455030803;;;
572be380fbe7ed12f0fc130f8e00fafc;GLO;SSP1-PkBudg500-2030;572be380fbe7ed12f0fc130f8e00fafc;market for barley grain;barley grain;kilogram;0.0008939685553369797;5.434573328840916e-09;1.8620636657562763e-08;1.6034605528864537e-06;0.030168453089498285;;;
d2071651747d4ac7708dd0c07590d847;GLO;SSP1-PkBudg500-2030;d2071651747d4ac7708dd0c07590d847;market for strawberry seedling, for planting;strawberry seedling, for planting;unit;8.488817777017482e-06;1.3056765181554786e-10;1.913441021266769e-10;3.9165409107823636e-08;0.0002512258979039394;;;
c4a9cde0c480f45f4a5aad5b92902c59;GLO;SSP1-PkBudg500-2030;c4a9cde0c480f45f4a5aad5b92902c59;market for packaging, for pesticides;packaging, for pesticides;kilogram;0.0011234186615283598;7.572858487799388e-09;1.341252564528536e-09;6.659788369832011e-07;0.05451058301754183;;;
47cdfe57dee039faa69a9ae1a20ce71a;GLO;SSP1-PkBudg500-2030;47cdfe57dee039faa69a9ae1a20ce71a;market for aluminium sulfate, without water, in 4.33% aluminium solution state;aluminium sulfate, without water, in 4.33% aluminium solution state;kilogram;0.0011222019856246788;1.4063631792388909e-08;5.078192440497313e-09;5.621793205656425e-06;0.0471054009236298;;;
476db8d5d12f571bca72bb11b3081de7;GLO;SSP1-PkBudg500-2030;476db8d5d12f571bca72bb11b3081de7;market for purse seiner, steel;purse seiner, steel;kilogram;0.021736885925043758;4.9035394536259486e-08;1.1031335521560268e-08;2.0588549535306397e-05;0.27613352394553214;;;
450779bb9841c9b9ba181f94dedeb964;GLO;SSP1-PkBudg500-2030;450779bb9841c9b9ba181f94dedeb964;market for vanilla;vanilla;kilogram;0.00033900753296579384;1.7376524080511983e-09;1.7590901225299827e-07;1.2789977620199907e-05;0.012707138071324854;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.\n\nThe time the reefer is in operation is calculated using different average speed of all the different modes of transport (train, lorry, ship, etc.). This parameter presents an additional time during which the reefer is in operation, but is not being transported; the time when the reefer is being transfered from one type of transport to another. ', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;
f94c3e32ad3337471d91871ca21f8f64;GLO;SSP1-PkBudg500-2030;f94c3e32ad3337471d91871ca21f8f64;market for hydropower plant, reservoir, alpine region;hydropower plant, reservoir, alpine region;unit;24125340.69515319;290.7555594973555;51.63319748933649;44518.80861768489;827205607.6140057;;;
92c1933b2e1404b7f3a809d2e1f2db99;GLO;SSP1-PkBudg500-2030;92c1933b2e1404b7f3a809d2e1f2db99;market for electric bicycle;electric bicycle;unit;0.5713490055341165;4.542495775697645e-06;5.444965153647162e-07;0.0005818122185867223;10.297087188510357;;;
e00cbb03fdc5efbd82cb393eb7edeecf;GLO;SSP1-PkBudg500-2030;e00cbb03fdc5efbd82cb393eb7edeecf;market for cobalt;cobalt;kilogram;0.47504891279555217;8.251064671272626e-06;2.6100908306658763e-07;0.00028763095190666307;8.088075243167992;;;
51591c2b1893caa90b7fc3479e401c9d;GLO;SSP1-PkBudg500-2030;51591c2b1893caa90b7fc3479e401c9d;market for section bar extrusion, aluminium;section bar extrusion, aluminium;kilogram;0.00950516345940698;7.100938206019726e-08;1.9795417903852865e-09;9.330969954485777e-07;0.031463270706884414;;;
e625b878c9a0f275c472f962ad8cfaf6;GLO;SSP1-PkBudg500-2030;e625b878c9a0f275c472f962ad8cfaf6;market for miscanthus, chopped;miscanthus, chopped;kilogram;0.00015530740272702364;7.827740428152432e-10;4.191600223779694e-09;-1.4550850280305765e-07;0.005920601976780694;;;
