activity type;database;name;production amount;code;unit;reference product;location;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market activity;ecoinvent-3.9.1-cutoff;market for trichloropropane;1.0;a726bc2f42c7e42b5e076b0c669d5ee7;kilogram;trichloropropane;RoW;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for diesel;1.0;b613a0e604fce45d4146006a310d2872;kilogram;diesel;RoW;19200;Manufacture of refined petroleum products;33360;Gas oil;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for brass;1.0;4d9da62dfbcd84bb1e6d011b4e3b7139;kilogram;brass;RoW;24200;Manufacture of basic precious and other non-ferrous metals;40000;Metal products, machinery and equipment;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for pea seed, for sowing;1.0;a551bec6813032b341f4d9cbb1419a19;kilogram;pea seed, for sowing;GLO;1640;Seed processing for propagation;1260;Vegetable seeds, except beet seeds;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for capacitor, electrolyte type, > 2cm height;1.0;8365d8ebdc32cb51795f874fef220c90;kilogram;capacitor, electrolyte type, > 2cm height;GLO;26100;Manufacture of electronic components and boards;47110;Electrical capacitors;MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for cement, Portland;1.0;4515b897230bf5a672ab547a9b655c41;kilogram;cement, Portland;RoW;23940;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for coconut oil, crude;1.0;b3551cc5425c448550d943ccc0fc71a1;kilogram;coconut oil, crude;GLO;10400;Manufacture of vegetable and animal oils and fats;21661;Coconut oil, crude;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for pesticide, unspecified;1.0;86c4b4a51a0bad9dc60cb04216518e4a;kilogram;pesticide, unspecified;GLO;20210;Manufacture of pesticides and other agrochemical products;34600;Fertilizers and pesticides;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for cadmium telluride, semiconductor-grade;1.0;ae337939d6b260592d04d58fe36e3ce6;kilogram;cadmium telluride, semiconductor-grade;GLO;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for metamitron;1.0;1372b74bf193f947f6ee656e846a575e;kilogram;metamitron;GLO;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for potato starch;1.0;8ce68e5f71f8f8c5dc50edb913e9cea1;kilogram;potato starch;GLO;10620;Manufacture of starches and starch products;23220;"Starches; inulin; wheat gluten; dextrins and other modified starches";ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for fibre, viscose;1.0;e518358847b8933de9e4e6118ed76860;kilogram;fibre, viscose;GLO;20300;Manufacture of man-made fibres;35500;Man-made fibres;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for cleft timber, measured as dry mass;1.0;ac2706c6e4646657d24f5b7b841bdde2;kilogram;cleft timber, measured as dry mass;RoW;2200;Logging;3100;Wood in the rough;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for zirconium oxide;1.0;5298254fa3c87afd6b7e4e8dd48f1635;kilogram;zirconium oxide;GLO;20110;Manufacture of basic chemicals;34220;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for clinker;1.0;d1990e5101bf995514022e256a256d8f;kilogram;clinker;RoW;23940;Manufacture of cement, lime and plaster;37430;Cement clinkers;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for iron-nickel-chromium alloy;1.0;d96eca0d773b6b762e86cdf671ef762c;kilogram;iron-nickel-chromium alloy;GLO;24100;Manufacture of basic iron and steel;41115;Other ferro-alloys;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for cyclohexanol;1.0;d06fd409d03bd7339dd73b9fc3778a76;kilogram;cyclohexanol;RoW;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for barley seed, organic, for sowing;1.0;f7fbbbd4027750c8b3d88c1bf551daef;kilogram;barley seed, organic, for sowing;GLO;1640;Seed processing for propagation;1151;Barley, seed;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for dioxane;1.0;8a893e1628f163b629bbadda4ad92902;kilogram;dioxane;RoW;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for solar glass, low-iron;1.0;e62760bd8090fecc46578de23c918e5e;kilogram;solar glass, low-iron;GLO;23100;Manufacture of glass and glass products;37190;Other glass articles;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for grass seed, organic, for sowing;1.0;2fac0c3cf0f30d89664c49148a782bde;kilogram;grass seed, organic, for sowing;GLO;1640;Seed processing for propagation;1940;Beet seeds (excluding sugar beet seeds) and seeds of forage plants;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for triazine-compound, unspecified;1.0;73e1b4ce1572de4b35551919d32f86b1;kilogram;triazine-compound, unspecified;GLO;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for silicon, metallurgical grade;1.0;1ffe09506f70be4dcd98071865e8a549;kilogram;silicon, metallurgical grade;GLO;24200;Manufacture of basic precious and other non-ferrous metals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for octabenzone;1.0;9cd35727b22ad07961e63ada69aeee8d;kilogram;octabenzone;GLO;20290;Manufacture of other chemical products n.e.c.;35499;Other chemical products n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for methylcyclohexane;1.0;def0fbcd88fb13581289f630c88f4eab;kilogram;methylcyclohexane;GLO;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for polyurethane, flexible foam;1.0;c677cbb539471e96d0fcef9ae05893fa;kilogram;polyurethane, flexible foam;RoW;20130;Manufacture of plastics and synthetic rubber in primary forms;34740;"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]";PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for maize seed, organic, for sowing;1.0;c33009dcfbc3422ae8dd9582960f8777;kilogram;maize seed, organic, for sowing;GLO;1640;Seed processing for propagation;1121;Maize (corn), seed;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for adhesive, for metal;1.0;e4205fc1874ce8470676c4aaf610e6d4;kilogram;adhesive, for metal;RoW;20290;Manufacture of other chemical products n.e.c.;35499;Other chemical products n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for benzaldehyde;1.0;66fda7a7c99ca80a93d84189caad968e;kilogram;benzaldehyde;RoW;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sodium dithionite, anhydrous;1.0;136faafd9398fb964e1055efc004ec9a;kilogram;sodium dithionite, anhydrous;RoW;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sawnwood, lath, hardwood, dried (u=10%), planed;1.0;c02e8dd8466b0fa7d15e14a1eea8ca1b;cubic meter;sawnwood, lath, hardwood, dried (u=10%), planed;RoW;16100;Sawmilling and planing of wood;31102;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for red meat, live weight;1.0;97c1783a3ec0e3aa0b136ec3cde4c2b6;kilogram;red meat, live weight;GLO;1410;Raising of cattle and buffaloes;21110;Meat of mammals, fresh or chilled;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for bark;1.0;6004c8a60f2a40c024b814cdfa35f36d;kilogram;bark;GLO;16100;Sawmilling and planing of wood;31230;Wood in chips or particles;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for nuclear fuel element, for pressure water reactor, UO2 3.8% & MOX;1.0;131e17193b15c53b105914f9ec208aff;kilogram;nuclear fuel element, for pressure water reactor, UO2 3.8% & MOX;GLO;20110;Manufacture of basic chemicals;33710;Fuel elements (cartridges), non-irradiated, for nuclear reactors;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for amine oxide;1.0;c51186a2547c55ba1ce703c75cd4dc61;kilogram;amine oxide;GLO;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35310;Organic surface active agents, except soap;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for pomegranate;1.0;ac49fd5603dd7fa13b766c8a3a191c97;kilogram;pomegranate;GLO;1240;Growing of pome fruits and stone fruits;1359;Other fruits, n.e.c.;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for hydroquinone;1.0;775d4acf58ffc6164e5222323bbb0348;kilogram;hydroquinone;GLO;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for inductor, miniature radio frequency chip;1.0;8935626f595b071e997e105b20cc88ea;kilogram;inductor, miniature radio frequency chip;GLO;26100;Manufacture of electronic components and boards;47100;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for praseodymium-neodymium oxide;1.0;c5301ace4786c8eea2e8d412fd268f30;kilogram;praseodymium-neodymium oxide;GLO;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for pulpwood, softwood, measured as solid wood under bark;1.0;079c76af7a1f3a8cc4b6eea34ca9b1dc;cubic meter;pulpwood, softwood, measured as solid wood under bark;RoW;2200;Logging;3100;Wood in the rough;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for palm oil, refined;1.0;4b3025c58b8e3d16b64507fdcda4219b;kilogram;palm oil, refined;GLO;10400;Manufacture of vegetable and animal oils and fats;21652;Palm oil, refined;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for cocoa bean;1.0;65558068053a6b90002c0bd52fbb898c;kilogram;cocoa bean;GLO;1270;Growing of beverage crops;1640;Cocoa beans;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for petrol, unleaded;1.0;6f5d59dbe4e4d5d7ad8b4bf19963cf56;kilogram;petrol, unleaded;RoW;19200;Manufacture of refined petroleum products;33300;"Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by […]";OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for tin concentrate;1.0;1bc863a377c63072694d33d69f9fd94f;kilogram;tin concentrate;GLO;7290;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for polysulfide, sealing compound;1.0;916c32e1ae8cc50a9d5bfe8ffcfec267;kilogram;polysulfide, sealing compound;GLO;20130;Manufacture of plastics and synthetic rubber in primary forms;34700;Plastics in primary forms;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for bundle, energy wood, measured as dry mass;1.0;c09ff9913ddd9c6739f44bd3665cfa0f;kilogram;bundle, energy wood, measured as dry mass;RoW;2200;Logging;3100;Wood in the rough;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for methanol, from biomass;1.0;33d83f3af6c8af9aaf66010f0e2f239b;kilogram;methanol, from biomass;RoW;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for liquid manure storage and processing facility;1.0;f78e10c602e5167e36a9fdf57972f6ac;cubic meter;liquid manure storage and processing facility;GLO;42900;Construction of other civil engineering projects;53121;Industrial buildings;Construction;Construction
market activity;ecoinvent-3.9.1-cutoff;market for ground granulated blast furnace slag;1.0;69e1f866e2ae8ca1e3ff1da992c0d6d6;kilogram;ground granulated blast furnace slag;RoW;23900;Manufacture of non-metallic mineral products n.e.c.;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for swine for slaughtering, live weight;1.0;1fa519a80419ec64cf19a371c2078202;kilogram;swine for slaughtering, live weight;GLO;1450;Raising of swine/pigs;2140;Swine / pigs;AgriForeAnim;Live animal, fish & their products
market activity;ecoinvent-3.9.1-cutoff;market for MOX fuel element, for light water reactor;1.0;b1bdfcf5dc3824bae8c4f0d731de267f;kilogram;MOX fuel element, for light water reactor;GLO;20110;Manufacture of basic chemicals;33710;Fuel elements (cartridges), non-irradiated, for nuclear reactors;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for silicon, electronics grade;1.0;e44d6f6a676cdfff45f5b9eece638152;kilogram;silicon, electronics grade;GLO;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for thionyl chloride;1.0;409afb5908f288ee39a2ce264595580e;kilogram;thionyl chloride;RoW;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for limestone, crushed, washed;1.0;f02db7dc2aa90b15c39e38e5b2871a63;kilogram;limestone, crushed, washed;RoW;8100;Quarrying of stone, sand and clay;15200;"Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of[…]";OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for maize silage, organic;1.0;94e21726c4d74fec0a121481ec7a8de5;kilogram;maize silage, organic;GLO;1190;Growing of other non-perennial crops;1911;Maize for forage and silage;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for 2-pyridinol;1.0;fcb1e68407840166b14caa01c5af177f;kilogram;2-pyridinol;GLO;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for trifluoromethane;1.0;d0c0331d09d7cd72bfbf44cfaa6bd1b8;kilogram;trifluoromethane;GLO;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for cationic resin;1.0;bbb569bf643d66479116ca24bdc4b122;kilogram;cationic resin;RoW;20130;Manufacture of plastics and synthetic rubber in primary forms;34790;"Other plastics in primary forms; ion exchangers";PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for wheat seed, for sowing;1.0;f3be03db6ad2528cb4cb89ad5f469528;kilogram;wheat seed, for sowing;GLO;1640;Seed processing for propagation;1111;Wheat, seed;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for inductor, auxilliaries and energy use;1.0;96afb7730ca314cd03d4a8433025cbfd;kilogram;inductor, auxilliaries and energy use;GLO;26100;Manufacture of electronic components and boards;47100;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for backlight, for liquid crystal display;1.0;d7ba469b432cb3dae0286448f9499d62;kilogram;backlight, for liquid crystal display;GLO;26200;Manufacture of computers and peripheral equipment;48354;Parts and accessories for the goods of subclass 48315;MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for natural gas, liquefied;1.0;74fe70d3c35f0929de787157aff7cc01;cubic meter;natural gas, liquefied;GLO;6200;Extraction of natural gas;12020;Natural gas, liquefied or in the gaseous state;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for wheat grain, feed;1.0;e757c5128ae1861d47b6c567b3bc14b6;kilogram;wheat grain, feed;GLO;10800;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for calcium ammonium nitrate;1.0;9f701d0e384152628ac269a1f41381ab;kilogram;calcium ammonium nitrate;RoW;20120;Manufacture of fertilizers and nitrogen compounds;34614;Double salts and mixtures of calcium nitrate and ammonium nitrate;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for slab and siding, softwood, wet, measured as dry mass;1.0;bac40b926656baff52eb60fed430d551;kilogram;slab and siding, softwood, wet, measured as dry mass;RoW;16100;Sawmilling and planing of wood;31600;Builders' joinery and carpentry of wood (including cellular wood panels, assembled parquet panels, shingles an[…];ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for polystyrene, high impact;1.0;d2bab273eb4b2cfebda5e83784e8599c;kilogram;polystyrene, high impact;GLO;20130;Manufacture of plastics and synthetic rubber in primary forms;34720;Polymers of styrene, in primary forms;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for hydrogen peroxide, without water, in 50% solution state;1.0;39028b49f6d6245996caaa0a615111eb;kilogram;hydrogen peroxide, without water, in 50% solution state;RoW;20110;Manufacture of basic chemicals;34280;"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides, silicides and borides";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for polyvinylfluoride;1.0;911bd1f9214e55a3edf6844c7c81df19;kilogram;polyvinylfluoride;GLO;20130;Manufacture of plastics and synthetic rubber in primary forms;34730;Polymers of vinyl chloride or other halogenated olefins, in primary forms;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for styrene-acrylonitrile copolymer;1.0;b514dd013a92ede4431098a60d8e8c69;kilogram;styrene-acrylonitrile copolymer;GLO;20130;Manufacture of plastics and synthetic rubber in primary forms;34720;Polymers of styrene, in primary forms;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for enzymes;1.0;b79ba3061db6e478eb5a7cfb714c7fe9;kilogram;enzymes;GLO;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for red kidney bean seed, for sowing;1.0;9fa8305a9e1427207b0399820034bb49;kilogram;red kidney bean seed, for sowing;GLO;1640;Seed processing for propagation;1243;Broad beans and horse beans, green;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for diazine-compound;1.0;7c11445e42c932601a46c9d6a32cb91a;kilogram;diazine-compound;GLO;20210;Manufacture of pesticides and other agrochemical products;34660;Insecticides, fungicides, herbicides and disinfectants;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for dodecanol;1.0;e1dbb445694edaab0389d52f76952924;kilogram;dodecanol;GLO;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for permanent magnet, for electric motor;1.0;7be7022536a546729b3f348653fdd668;kilogram;permanent magnet, for electric motor;GLO;25990;Manufacture of other fabricated metal products n.e.c.;46131;Parts of electric motors, generators and the like;MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for compressed air, 600 kPa gauge;1.0;93126600401aae69a9a67a39be326607;cubic meter;compressed air, 600 kPa gauge;RoW;20110;Manufacture of basic chemicals;34250;"Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and o[…]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for nitrous oxide;1.0;136787bd31d3c98cb88b3dd8e0966d4d;kilogram;nitrous oxide;GLO;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sawnwood, lath, softwood, raw, dried (u=10%);1.0;d3ddae82449f19ee86473a36c5cdda9c;cubic meter;sawnwood, lath, softwood, raw, dried (u=10%);RoW;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for sheet rolling, copper;1.0;c9c7e7bd7b41e32a1b32265ed2dda37d;kilogram;sheet rolling, copper;GLO;24200;Manufacture of basic precious and other non-ferrous metals;41510;Semi-finished products of copper or copper alloys;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for naphthalene sulfonic acid;1.0;299866bea48a7c1b38a7a24f23409efc;kilogram;naphthalene sulfonic acid;GLO;20290;Manufacture of other chemical products n.e.c.;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for natural stone plate, grounded;1.0;ae02a6e720d34dafe4d7b23e483f37aa;kilogram;natural stone plate, grounded;GLO;23960;Cutting, shaping and finishing of stone;37690;"Other worked monumental or building stone and articles thereof; other artificially coloured granules, chipping[…]";GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for fluosilicic acid, without water, in 22% solution state;1.0;f32c2d20d3bb4032738b51a09ef73f1b;kilogram;fluosilicic acid, without water, in 22% solution state;GLO;20120;Manufacture of fertilizers and nitrogen compounds;34000;Basic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sodium metasilicate pentahydrate, 58% active substance, powder;1.0;e48713ab107b39d59d4dc337fc7fe6fc;kilogram;sodium metasilicate pentahydrate, 58% active substance, powder;RoW;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35300;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for dried roughage store, cold-air dried, conventional;1.0;eede68407c639b365a7933b8d9542a55;cubic meter;dried roughage store, cold-air dried, conventional;GLO;41000;Construction of buildings;53121;Industrial buildings;Construction;Construction
market activity;ecoinvent-3.9.1-cutoff;market for sawlog and veneer log, softwood, measured as solid wood under bark;1.0;fd1e06abe53ed0be18e3668308e18361;cubic meter;sawlog and veneer log, softwood, measured as solid wood under bark;RoW;2200;Logging;3100;Wood in the rough;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for n-olefins;1.0;04681bb9fe28b4408facb1d721820cd0;kilogram;n-olefins;GLO;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for long liner, steel;1.0;3e8da9aba64a29f8d18f22c4aa6ce5f1;kilogram;long liner, steel;GLO;3110;Marine fishing;49315;"Fishing vessels; factory ships and other vessels for processing or preserving fishery products";MachElecTrans;Transport vehicles
market activity;ecoinvent-3.9.1-cutoff;market for printed wiring board, surface mounted, unspecified, Pb containing;1.0;db0413d27e791eab59ab8577d188a8ef;kilogram;printed wiring board, surface mounted, unspecified, Pb containing;GLO;26100;Manufacture of electronic components and boards;47130;Printed circuits;MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for used nitrate salts, for solar power application;1.0;afee9b708d26656398e819c28a1ec87f;kilogram;used nitrate salts, for solar power application;GLO;42200;Construction of utility projects;35490;Other chemical products;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for hydroxylamine;1.0;0352c8beb3a44e9bde436ac42da9f2b0;kilogram;hydroxylamine;RoW;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for white lined chipboard carton;1.0;428c569a472d36034de8770c3fc98358;kilogram;white lined chipboard carton;RoW;17010;Manufacture of pulp, paper and paperboard;32153;Cartons, boxes, cases, record sleeves and other packing containers (except bags) of paper, paperboard, cellulo[…];ProcBio;Pulp & paper
market activity;ecoinvent-3.9.1-cutoff;market for battery, Li-ion, NCA, rechargeable, prismatic;1.0;5649dd9b7aa34f1a93f87fabfb7ea516;kilogram;battery, Li-ion, NCA, rechargeable, prismatic;GLO;27200;Manufacture of batteries and accumulators;46410;Primary cells and primary batteries;MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for rape meal;1.0;7fd695d68b59a13513e5901c32473db1;kilogram;rape meal;GLO;10400;Manufacture of vegetable and animal oils and fats;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for o-chlorotoluene;1.0;dd76a95b5234654590269bde045c4c56;kilogram;o-chlorotoluene;RoW;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for nitrogen, liquid;1.0;2ba127601085d3c181813d9d3c33b22a;kilogram;nitrogen, liquid;RoW;20110;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sweet sorghum grain;1.0;c70b374f15f9c6f303b2f89cc0585ae4;kilogram;sweet sorghum grain;GLO;1110;Growing of cereals (except rice), leguminous crops and oil seeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for lightweight concrete block, pumice;1.0;3c0b67841df7eeb08912c4c8173ce9c2;kilogram;lightweight concrete block, pumice;RoW;23990;Manufacture of other non-metallic mineral products n.e.c.;37900;Other non-metallic mineral products n.e.c.;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for solder, bar, Sn95.5Ag3.9Cu0.6, for electronics industry;1.0;4320d957a5e248bfffcf8bc3769dccc5;kilogram;solder, bar, Sn95.5Ag3.9Cu0.6, for electronics industry;GLO;20290;Manufacture of other chemical products n.e.c.;42950;Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or core[…];ProcBio;Food & beverages, animal feed
